Name,Latitude,Longitude,Date,ppt_prism,Corrected_PRISM
Florida Canyon Station,31.7612,-110.846,2024-08-28,0.299626768834894,0.200589801398262
Ruelas,31.82946,-110.807,2024-08-28,0.0950790408389221,0.09635227921151471
45,31.81804,-110.861,2024-08-28,0.0842289360252925,0.09082306579848906
Huerfano Butte,31.85663,-110.823,2024-08-28,0.0317738812829905,0.06409196990181196
Muhlenbergia,31.84393,-110.878,2024-08-28,0.0273661682208887,0.06184579932536488
Rodent Station,31.8109,-110.884,2024-08-28,0.0833828806416144,0.09039191597496671
Amado,31.80618,-110.946,2024-08-28,0.0176491184922762,0.05689399078366395
NE,31.90731,-110.883,2024-08-28,0.0013329924595775,0.04857929295740069
Florida Canyon Station,31.7612,-110.846,2024-08-29,0.0003309623384031,0.04806865840765022
Ruelas,31.82946,-110.807,2024-08-29,0.0,0.0479
45,31.81804,-110.861,2024-08-29,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-29,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-29,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-29,0.0,0.0479
Amado,31.80618,-110.946,2024-08-29,0.0,0.0479
NE,31.90731,-110.883,2024-08-29,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-30,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-30,0.0,0.0479
45,31.81804,-110.861,2024-08-30,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-30,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-30,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-30,0.0,0.0479
Amado,31.80618,-110.946,2024-08-30,0.0,0.0479
NE,31.90731,-110.883,2024-08-30,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-31,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-31,0.0292757435951597,0.06281891893609338
45,31.81804,-110.861,2024-08-31,0.0009377756759681,0.04837789048447334
Huerfano Butte,31.85663,-110.823,2024-08-31,0.0470806975640746,0.07189232347865242
Muhlenbergia,31.84393,-110.878,2024-08-31,0.000236008487653,0.048020269925307967
Rodent Station,31.8109,-110.884,2024-08-31,0.0,0.0479
Amado,31.80618,-110.946,2024-08-31,0.0,0.0479
NE,31.90731,-110.883,2024-08-31,0.0121427103679342,0.05408792520349927
Florida Canyon Station,31.7612,-110.846,2024-09-01,0.136855429455786,0.11764152685066855
Ruelas,31.82946,-110.807,2024-09-01,0.0547274798884766,0.07578912375116767
45,31.81804,-110.861,2024-09-01,0.0237517228889137,0.06000387798419042
Huerfano Butte,31.85663,-110.823,2024-09-01,0.0217909992663489,0.0590046932261314
Muhlenbergia,31.84393,-110.878,2024-09-01,0.0092853952319518,0.052631837410202637
Rodent Station,31.8109,-110.884,2024-09-01,0.0175864724152561,0.05686206634281451
Amado,31.80618,-110.946,2024-09-01,0.0122632945400566,0.054149374897612845
NE,31.90731,-110.883,2024-09-01,0.0168528482662826,0.056488211476497616
Florida Canyon Station,31.7612,-110.846,2024-01-01,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-01,0.0,0.0479
45,31.81804,-110.861,2024-01-01,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-01,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-01,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-01,0.0,0.0479
Amado,31.80618,-110.946,2024-01-01,0.0,0.0479
NE,31.90731,-110.883,2024-01-01,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-02,0.0018562309667035,0.0488459353006321
Ruelas,31.82946,-110.807,2024-01-02,0.0,0.0479
45,31.81804,-110.861,2024-01-02,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-02,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-02,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-02,0.0,0.0479
Amado,31.80618,-110.946,2024-01-02,0.0,0.0479
NE,31.90731,-110.883,2024-01-02,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-03,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-03,0.0,0.0479
45,31.81804,-110.861,2024-01-03,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-03,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-03,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-03,0.0,0.0479
Amado,31.80618,-110.946,2024-01-03,0.0,0.0479
NE,31.90731,-110.883,2024-01-03,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-04,0.138447389602034,0.11845278974119654
Ruelas,31.82946,-110.807,2024-01-04,0.117184990185592,0.10761747099857769
45,31.81804,-110.861,2024-01-04,0.0589197458823887,0.07792550250166529
Huerfano Butte,31.85663,-110.823,2024-01-04,0.0743097097984264,0.08576822811327808
Muhlenbergia,31.84393,-110.878,2024-01-04,0.0371382202802878,0.06682563705483466
Rodent Station,31.8109,-110.884,2024-01-04,0.0440496604312507,0.07034770695576535
Amado,31.80618,-110.946,2024-01-04,0.017332651152508,0.05673271902731808
NE,31.90731,-110.883,2024-01-04,0.0155375248673512,0.05581792267240217
Florida Canyon Station,31.7612,-110.846,2024-01-05,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-05,0.0,0.0479
45,31.81804,-110.861,2024-01-05,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-05,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-05,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-05,0.0,0.0479
Amado,31.80618,-110.946,2024-01-05,0.0,0.0479
NE,31.90731,-110.883,2024-01-05,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-06,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-06,0.0,0.0479
45,31.81804,-110.861,2024-01-06,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-06,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-06,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-06,0.0,0.0479
Amado,31.80618,-110.946,2024-01-06,0.0,0.0479
NE,31.90731,-110.883,2024-01-06,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-07,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-07,0.0,0.0479
45,31.81804,-110.861,2024-01-07,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-07,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-07,1.26879399302817e-05,0.04790646577418847
Rodent Station,31.8109,-110.884,2024-01-07,0.0,0.0479
Amado,31.80618,-110.946,2024-01-07,0.0,0.0479
NE,31.90731,-110.883,2024-01-07,0.0002959910723812,0.048050837050485455
Florida Canyon Station,31.7612,-110.846,2024-01-08,0.148901649590452,0.12378028063129434
Ruelas,31.82946,-110.807,2024-01-08,0.135678224529101,0.11704162322002988
45,31.81804,-110.861,2024-01-08,0.127923150281294,0.11308963738334743
Huerfano Butte,31.85663,-110.823,2024-01-08,0.131301160083932,0.11481107117877175
Muhlenbergia,31.84393,-110.878,2024-01-08,0.125998025093779,0.11210859358778978
Rodent Station,31.8109,-110.884,2024-01-08,0.128178603935217,0.11321981656538659
Amado,31.80618,-110.946,2024-01-08,0.140442960783359,0.11946973281519975
NE,31.90731,-110.883,2024-01-08,0.116826903318476,0.10743498993109538
Florida Canyon Station,31.7612,-110.846,2024-01-09,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-09,0.0,0.0479
45,31.81804,-110.861,2024-01-09,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-09,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-09,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-09,0.0,0.0479
Amado,31.80618,-110.946,2024-01-09,0.0,0.0479
NE,31.90731,-110.883,2024-01-09,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-10,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-10,0.0,0.0479
45,31.81804,-110.861,2024-01-10,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-10,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-10,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-10,0.0,0.0479
Amado,31.80618,-110.946,2024-01-10,0.0,0.0479
NE,31.90731,-110.883,2024-01-10,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-11,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-11,0.0,0.0479
45,31.81804,-110.861,2024-01-11,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-11,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-11,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-11,0.0,0.0479
Amado,31.80618,-110.946,2024-01-11,0.0,0.0479
NE,31.90731,-110.883,2024-01-11,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-12,0.0343620311116492,0.06541089105449643
Ruelas,31.82946,-110.807,2024-01-12,0.0420071272967042,0.06930683207040046
45,31.81804,-110.861,2024-01-12,0.0376093956939081,0.06706574804561558
Huerfano Butte,31.85663,-110.823,2024-01-12,0.0392876189496884,0.06792097061676121
Muhlenbergia,31.84393,-110.878,2024-01-12,0.0378266661109168,0.0671764690501232
Rodent Station,31.8109,-110.884,2024-01-12,0.0387642890164908,0.06765428168280371
Amado,31.80618,-110.946,2024-01-12,0.0451205987449927,0.07089345712044828
NE,31.90731,-110.883,2024-01-12,0.0336765596007553,0.0650615747725449
Florida Canyon Station,31.7612,-110.846,2024-01-13,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-13,0.0,0.0479
45,31.81804,-110.861,2024-01-13,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-13,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-13,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-13,0.0,0.0479
Amado,31.80618,-110.946,2024-01-13,0.0,0.0479
NE,31.90731,-110.883,2024-01-13,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-14,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-14,0.0,0.0479
45,31.81804,-110.861,2024-01-14,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-14,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-14,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-14,0.0,0.0479
Amado,31.80618,-110.946,2024-01-14,0.0,0.0479
NE,31.90731,-110.883,2024-01-14,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-15,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-15,0.0,0.0479
45,31.81804,-110.861,2024-01-15,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-15,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-15,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-15,0.0,0.0479
Amado,31.80618,-110.946,2024-01-15,0.0,0.0479
NE,31.90731,-110.883,2024-01-15,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-16,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-16,0.0,0.0479
45,31.81804,-110.861,2024-01-16,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-16,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-16,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-16,0.0,0.0479
Amado,31.80618,-110.946,2024-01-16,0.0,0.0479
NE,31.90731,-110.883,2024-01-16,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-17,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-17,0.0,0.0479
45,31.81804,-110.861,2024-01-17,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-17,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-17,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-17,0.0,0.0479
Amado,31.80618,-110.946,2024-01-17,0.0,0.0479
NE,31.90731,-110.883,2024-01-17,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-18,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-18,0.0,0.0479
45,31.81804,-110.861,2024-01-18,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-18,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-18,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-18,0.0,0.0479
Amado,31.80618,-110.946,2024-01-18,0.0,0.0479
NE,31.90731,-110.883,2024-01-18,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-19,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-19,0.0,0.0479
45,31.81804,-110.861,2024-01-19,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-19,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-19,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-19,0.0,0.0479
Amado,31.80618,-110.946,2024-01-19,0.0,0.0479
NE,31.90731,-110.883,2024-01-19,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-20,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-20,0.0,0.0479
45,31.81804,-110.861,2024-01-20,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-20,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-20,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-20,0.0,0.0479
Amado,31.80618,-110.946,2024-01-20,0.0,0.0479
NE,31.90731,-110.883,2024-01-20,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-21,0.171968314800248,0.13553505322220638
Ruelas,31.82946,-110.807,2024-01-21,0.128289751979602,0.11327645760880518
45,31.81804,-110.861,2024-01-21,0.135177820243871,0.11678661719627667
Huerfano Butte,31.85663,-110.823,2024-01-21,0.124035760693313,0.11110862364931232
Muhlenbergia,31.84393,-110.878,2024-01-21,0.130082095029953,0.11418983562726405
Rodent Station,31.8109,-110.884,2024-01-21,0.134211501775591,0.11629418130484118
Amado,31.80618,-110.946,2024-01-21,0.103918085003501,0.1008566561177841
NE,31.90731,-110.883,2024-01-21,0.121427558072239,0.109779483593613
Florida Canyon Station,31.7612,-110.846,2024-01-22,0.787925043820362,0.4494266023308565
Ruelas,31.82946,-110.807,2024-01-22,0.835646277134112,0.4737453428275435
45,31.81804,-110.861,2024-01-22,0.880415555767781,0.4965597672192612
Huerfano Butte,31.85663,-110.823,2024-01-22,0.87665009967764,0.4946408907957254
Muhlenbergia,31.84393,-110.878,2024-01-22,0.910080548091517,0.511677047307437
Rodent Station,31.8109,-110.884,2024-01-22,0.893727451254149,0.5033435091591143
Amado,31.80618,-110.946,2024-01-22,0.975148457598535,0.5448356539922135
NE,31.90731,-110.883,2024-01-22,0.956606851869828,0.5353868517128644
Florida Canyon Station,31.7612,-110.846,2024-01-23,0.54530375232018,0.3257867921823638
Ruelas,31.82946,-110.807,2024-01-23,0.558161629075493,0.33233916617687126
45,31.81804,-110.861,2024-01-23,0.621950200271233,0.3648458220582204
Huerfano Butte,31.85663,-110.823,2024-01-23,0.593794593775744,0.35049772498811915
Muhlenbergia,31.84393,-110.878,2024-01-23,0.649987136195647,0.37913344460530174
Rodent Station,31.8109,-110.884,2024-01-23,0.639911123078365,0.3739987083207348
Amado,31.80618,-110.946,2024-01-23,0.716435990671906,0.4129957808464033
NE,31.90731,-110.883,2024-01-23,0.672255088242226,0.3904811929682384
Florida Canyon Station,31.7612,-110.846,2024-01-24,0.159210215413226,0.12903352577458
Ruelas,31.82946,-110.807,2024-01-24,0.180596606368409,0.13993203060534123
45,31.81804,-110.861,2024-01-24,0.149666449753459,0.1241700227943627
Huerfano Butte,31.85663,-110.823,2024-01-24,0.165324934044904,0.1321495863892831
Muhlenbergia,31.84393,-110.878,2024-01-24,0.140917676937459,0.11971164816732911
Rodent Station,31.8109,-110.884,2024-01-24,0.140939242349947,0.11972263790153301
Amado,31.80618,-110.946,2024-01-24,0.113477092834034,0.10572792650822373
NE,31.90731,-110.883,2024-01-24,0.115140215664361,0.10657545390255838
Florida Canyon Station,31.7612,-110.846,2024-01-25,0.012869960588657,0.0544585319159796
Ruelas,31.82946,-110.807,2024-01-25,0.0001201919097574,0.04796124979721237
45,31.81804,-110.861,2024-01-25,0.0026539424053429,0.04925244904976274
Huerfano Butte,31.85663,-110.823,2024-01-25,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-25,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-25,0.0052889256995535,0.05059523653649246
Amado,31.80618,-110.946,2024-01-25,0.0064755434502643,0.051199936942254685
NE,31.90731,-110.883,2024-01-25,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-26,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-26,0.0,0.0479
45,31.81804,-110.861,2024-01-26,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-26,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-26,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-26,0.0,0.0479
Amado,31.80618,-110.946,2024-01-26,0.0,0.0479
NE,31.90731,-110.883,2024-01-26,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-27,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-27,0.0,0.0479
45,31.81804,-110.861,2024-01-27,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-27,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-27,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-27,0.0,0.0479
Amado,31.80618,-110.946,2024-01-27,0.0,0.0479
NE,31.90731,-110.883,2024-01-27,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-28,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-28,0.0,0.0479
45,31.81804,-110.861,2024-01-28,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-28,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-28,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-28,0.0,0.0479
Amado,31.80618,-110.946,2024-01-28,0.0,0.0479
NE,31.90731,-110.883,2024-01-28,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-29,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-29,0.0,0.0479
45,31.81804,-110.861,2024-01-29,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-29,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-29,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-29,0.0,0.0479
Amado,31.80618,-110.946,2024-01-29,0.0,0.0479
NE,31.90731,-110.883,2024-01-29,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-30,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-30,0.0,0.0479
45,31.81804,-110.861,2024-01-30,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-30,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-30,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-30,0.0,0.0479
Amado,31.80618,-110.946,2024-01-30,0.0,0.0479
NE,31.90731,-110.883,2024-01-30,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-01-31,0.0,0.0479
Ruelas,31.82946,-110.807,2024-01-31,0.0,0.0479
45,31.81804,-110.861,2024-01-31,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-01-31,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-01-31,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-01-31,0.0,0.0479
Amado,31.80618,-110.946,2024-01-31,0.0,0.0479
NE,31.90731,-110.883,2024-01-31,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-01,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-01,0.0,0.0479
45,31.81804,-110.861,2024-02-01,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-01,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-02-01,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-02-01,0.0,0.0479
Amado,31.80618,-110.946,2024-02-01,0.0,0.0479
NE,31.90731,-110.883,2024-02-01,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-02,0.679508334894451,0.3941774474622122
Ruelas,31.82946,-110.807,2024-02-02,0.434861433564445,0.26950538654444123
45,31.81804,-110.861,2024-02-02,0.419267302240688,0.2615586172218546
Huerfano Butte,31.85663,-110.823,2024-02-02,0.414416324458228,0.259086558943913
Muhlenbergia,31.84393,-110.878,2024-02-02,0.394207296525591,0.24878803830944118
Rodent Station,31.8109,-110.884,2024-02-02,0.438288535508973,0.27125183769537264
Amado,31.80618,-110.946,2024-02-02,0.387733962074979,0.2454892270734093
NE,31.90731,-110.883,2024-02-02,0.361490956576188,0.23211579147122544
Florida Canyon Station,31.7612,-110.846,2024-02-03,0.458538291290206,0.281571113241489
Ruelas,31.82946,-110.807,2024-02-03,0.375274439873086,0.23913985455932465
45,31.81804,-110.861,2024-02-03,0.291869844262512,0.19663687263617613
Huerfano Butte,31.85663,-110.823,2024-02-03,0.31767001826348,0.20978464130706942
Muhlenbergia,31.84393,-110.878,2024-02-03,0.255622953130778,0.17816545691544447
Rodent Station,31.8109,-110.884,2024-02-03,0.262410052849652,0.18162416293218267
Amado,31.80618,-110.946,2024-02-03,0.185480493724491,0.14242085960200063
NE,31.90731,-110.883,2024-02-03,0.194029476095331,0.1467774210181807
Florida Canyon Station,31.7612,-110.846,2024-02-04,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-04,0.0,0.0479
45,31.81804,-110.861,2024-02-04,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-04,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-02-04,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-02-04,0.0,0.0479
Amado,31.80618,-110.946,2024-02-04,0.0,0.0479
NE,31.90731,-110.883,2024-02-04,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-05,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-05,0.0,0.0479
45,31.81804,-110.861,2024-02-05,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-05,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-02-05,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-02-05,0.0,0.0479
Amado,31.80618,-110.946,2024-02-05,0.0,0.0479
NE,31.90731,-110.883,2024-02-05,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-06,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-06,0.0,0.0479
45,31.81804,-110.861,2024-02-06,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-06,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-02-06,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-02-06,0.0,0.0479
Amado,31.80618,-110.946,2024-02-06,0.0,0.0479
NE,31.90731,-110.883,2024-02-06,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-07,0.200402340882045,0.15002503291349015
Ruelas,31.82946,-110.807,2024-02-07,0.126328038551752,0.11227676844597283
45,31.81804,-110.861,2024-02-07,0.170827979948913,0.13495393858196608
Huerfano Butte,31.85663,-110.823,2024-02-07,0.148843888450563,0.12375084555440692
Muhlenbergia,31.84393,-110.878,2024-02-07,0.173986880722913,0.13656371441639648
Rodent Station,31.8109,-110.884,2024-02-07,0.186726409068599,0.14305577806135805
Amado,31.80618,-110.946,2024-02-07,0.183924269340443,0.14162780765588978
NE,31.90731,-110.883,2024-02-07,0.154847661535428,0.1268103683184541
Florida Canyon Station,31.7612,-110.846,2024-02-08,0.316341894704161,0.20910782954124046
Ruelas,31.82946,-110.807,2024-02-08,0.239157133846663,0.16977447540825946
45,31.81804,-110.861,2024-02-08,0.245220369353994,0.17286430022279536
Huerfano Butte,31.85663,-110.823,2024-02-08,0.250492175096768,0.175550812429313
Muhlenbergia,31.84393,-110.878,2024-02-08,0.255002871145942,0.17784946313597205
Rodent Station,31.8109,-110.884,2024-02-08,0.244774289165584,0.17263697775878162
Amado,31.80618,-110.946,2024-02-08,0.213879135895599,0.15689280765239727
NE,31.90731,-110.883,2024-02-08,0.254785134199138,0.17773850438788075
Florida Canyon Station,31.7612,-110.846,2024-02-09,0.213580172286732,0.15674045579731866
Ruelas,31.82946,-110.807,2024-02-09,0.182831257581475,0.14107080886351966
45,31.81804,-110.861,2024-02-09,0.148210243278904,0.12342793997492948
Huerfano Butte,31.85663,-110.823,2024-02-09,0.162791278695559,0.13085843562325689
Muhlenbergia,31.84393,-110.878,2024-02-09,0.150986511984473,0.12484272650728745
Rodent Station,31.8109,-110.884,2024-02-09,0.132600323959316,0.11547312508966744
Amado,31.80618,-110.946,2024-02-09,0.0920841012433468,0.09482605799360953
NE,31.90731,-110.883,2024-02-09,0.159945015508064,0.12940797990290942
Florida Canyon Station,31.7612,-110.846,2024-02-10,0.0973402073307528,0.09750456965575163
Ruelas,31.82946,-110.807,2024-02-10,0.055394354845685,0.07612896322936108
45,31.81804,-110.861,2024-02-10,0.0798370690347287,0.08858497038009774
Huerfano Butte,31.85663,-110.823,2024-02-10,0.0745163645016771,0.08587353935005465
Muhlenbergia,31.84393,-110.878,2024-02-10,0.0766466613994517,0.08695913864916058
Rodent Station,31.8109,-110.884,2024-02-10,0.0925030962480564,0.09503957784800954
Amado,31.80618,-110.946,2024-02-10,0.0992406531129805,0.09847303682637487
NE,31.90731,-110.883,2024-02-10,0.0784326756435182,0.08786929150793688
Florida Canyon Station,31.7612,-110.846,2024-02-11,0.692964094348447,0.40103450247996864
Ruelas,31.82946,-110.807,2024-02-11,0.412439442255664,0.2580791397734864
45,31.81804,-110.861,2024-02-11,0.440862805173882,0.27256368551661025
Huerfano Butte,31.85663,-110.823,2024-02-11,0.413988750416906,0.25886866721245533
Muhlenbergia,31.84393,-110.878,2024-02-11,0.432556742378173,0.26833091591591696
Rodent Station,31.8109,-110.884,2024-02-11,0.44502981075256,0.2746871915595046
Amado,31.80618,-110.946,2024-02-11,0.380101982705691,0.24159997038682016
NE,31.90731,-110.883,2024-02-11,0.396913190576689,0.25016696191788074
Florida Canyon Station,31.7612,-110.846,2024-02-12,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-12,0.0,0.0479
45,31.81804,-110.861,2024-02-12,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-12,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-02-12,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-02-12,0.0,0.0479
Amado,31.80618,-110.946,2024-02-12,0.0,0.0479
NE,31.90731,-110.883,2024-02-12,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-13,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-13,0.0,0.0479
45,31.81804,-110.861,2024-02-13,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-13,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-02-13,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-02-13,0.0,0.0479
Amado,31.80618,-110.946,2024-02-13,0.0,0.0479
NE,31.90731,-110.883,2024-02-13,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-02-14,0.0,0.0479
Ruelas,31.82946,-110.807,2024-02-14,0.0,0.0479
45,31.81804,-110.861,2024-02-14,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-02-14,0.0,0.0479
